,id,game_name,release_date,developers,publishers,features,req_age,initial_price,final_price,achievements,discount_per,num_dlc,is_free,num_movies,num_languages,recommendations,reviews,num_screenshots,short_descr
24,1274570.0,DEVOUR,2021-01-28,Straight Back Games,Straight Back Games,"Singleplayer, Multiplayer, Coop, Online Coop, Steam Achievements, Full controller support, Tracked Controller Support, Steam Trading Cards, Steam Cloud",0.0,4.99,4.99,86.0,0.0,2.0,False,5.0,23.0,46440.0,No reviews,22.0,DEVOUR is a coop horror survival game for 14 players. Stop possessed cultists before they drag you to hell. Run. Scream. Hide. Just dont get caught.
26,655500.0,MX Bikes,2019-10-07,PiBoSo,PiBoSo,"Singleplayer, Multiplayer, PvP, Online PvP, LAN PvP, VR Supported",0.0,34.99,34.99,0.0,0.0,0.0,False,1.0,1.0,11169.0,No reviews,8.0,"MX Bikes is a realistic motocross simulator, based on a scratch built physics engine that accurately simulates motorcycle dynamics and setup options."
27,635260.0,CarX Drift Racing Online,2017-11-17,"CarX Technologies, LLC","CarX Technologies, LLC","Singleplayer, Multiplayer, PvP, Online PvP, Coop, Online Coop, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, Steam Workshop, Remote Play on Phone, Remote Play on Tablet",0.0,14.99,14.99,36.0,0.0,22.0,False,2.0,12.0,56323.0,"8,310  a hrefhttps:steamcommunity.comlinkfilterurlhttp:www.playground.rugamescarxdriftracingonline targetblank rel noopener  Playgroundabrbr55  span classbbremovedlink datacommunitytooltipThe URL that was linked here has been removed by our filters.  Usually this is done to prevent phishing and malware attacks.LINK REMOVEDspana href classcollapsedlink styledisplay: none;Bananaticabrbr8,510  a hrefhttps:steamcommunity.comlinkfilterurlhttps:www.gryonline.plS016.asp targetblank rel noopener  Gryonlineabr",19.0,"CarX Drift Racing Online is your chance to immerse yourself in the real world of drifting. Get together with friends, tune your car and burn some tires"
28,314650.0,SpaceEngine,2019-06-11,Cosmographic Software,Cosmographic Software,"Singleplayer, Tracked Controller Support, VR Supported, VR Support, Steam Workshop, Partial Controller Support",0.0,24.99,24.99,0.0,0.0,12.0,False,1.0,18.0,7210.0,No reviews,36.0,"The worlds first sciencebased photorealistic interactive 3D planetarium that models the entire Universe, using procedural generation for uncharted areas."
29,843390.0,Vertigo 2,2023-03-30,Zach TsiakalisBrown,Zulubo Productions,"Singleplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Stats, Remote Play Together",0.0,29.99,29.99,49.0,0.0,1.0,False,3.0,1.0,688.0,No reviews,7.0,Vertigo 2 is a singleplayer VR adventure. Explore the depths of the vast Quantum Reactor as you descend to finish your journey home.
31,471710.0,Rec Room,2021-09-02,Rec Room,Rec Room,"Multiplayer, MMO, PvP, Online PvP, Coop, Online Coop, CrossPlatform Multiplayer, Full controller support, Tracked Controller Support, VR Supported, SteamVR Collectibles, InApp Purchases, Includes level editor",0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,1.0,114.0,"VR finally has its killer app, and its called Rec Roombra hrefhttps:steamcommunity.comlinkfilterurlhttps:www.cnet.comnewswhyplayingpaintballinrecroomisthemostfunyoucanhaveinvirtualrealityrightnow targetblank rel noopener  CNetabrbrRec Room is making big strides and doesnt seem to be slowing downbra hrefhttps:steamcommunity.comlinkfilterurlhttps:uploadvr.comrecroomraised100mearnsbillionvaluation targetblank rel noopener  Upload VRabr",3.0,"Rec Room is the best place to build and play games together. Party up with friends from all around the world to chat, hang out, explore MILLIONS of playercreated rooms, or build something new and amazing to share with us all."
32,1222730.0,STAR WARS: Squadrons,2020-10-01,MOTIVE,Electronic Arts,"Singleplayer, Multiplayer, PvP, Online PvP, Coop, Online Coop, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards",0.0,39.99,5.99,47.0,85.0,0.0,False,4.0,13.0,21092.0,overwhelmingly satisfyingbr4.55  a hrefhttps:steamcommunity.comlinkfilterurlhttps:twinfinite.net202010starwarssquadronsreview targetblank rel noopener  TwinfiniteabrbrSquadrons is the total packagebra hrefhttps:steamcommunity.comlinkfilterurlhttps:www.polygon.comreviews202010121495929starwarssquadronsreviewps4xboxonepcvr targetblank rel noopener  Polygonabrbra dream game for Star Wars fans.br45  a hrefhttps:steamcommunity.comlinkfilterurlhttps:uploadvr.comstarwarssquadronsvrreview targetblank rel noopener  UploadVRabr,9.0,"Master the art of starfighter combat in the authentic piloting experience STAR WARS: Squadrons. Feel the adrenaline of firstperson multiplayer space dogfights alongside your squadron, and buckle up in a thrilling STAR WARS story."
33,1592190.0,BONELAB,2022-09-29,Stress Level Zero,Stress Level Zero,"Singleplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud",0.0,39.99,39.99,55.0,0.0,1.0,False,3.0,1.0,10518.0,No reviews,5.0,"BONELAB is an experimental physics action game. Explore a mysterious lab filled with weapons, enemies, challenges and secrets. Escape your reality, or wreak havoc. No wrong answers."
34,555160.0,Pavlov VR,2017-02-27,Vankrupt Games,Vankrupt Games,"Multiplayer, PvP, Online PvP, Coop, Online Coop, Tracked Controller Support, VR Only, Steam Workshop",17.0,24.99,24.99,0.0,0.0,0.0,False,2.0,1.0,33532.0,No reviews,7.0,Pavlov vr is a multiplayer shooter in VR with heavy focus on community features. Realistic reloading features and fast paced combat as part of the core experience. Play the 1 most popular VR shooter on PC today.
35,1947500.0,The Walking Dead: Saints  Sinners  Chapter 2: Retribution,2023-03-21,Skydance Interactive,Skydance Interactive,"Singleplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud",0.0,39.99,39.99,40.0,0.0,1.0,False,3.0,9.0,591.0,No reviews,10.0,"Hunted by the seemingly unstoppable Axeman and facing off against the Towers latest push for total dominance, discover what connects these new threats together before its too late. New faces, places, weapons and gear all await you on your journey to a final showdown for the citys fate."
36,1692250.0,F1 22,2022-06-30,Codemasters,Electronic Arts,"Singleplayer, Multiplayer, PvP, Online PvP, LAN PvP, SharedSplit Screen PvP, Coop, Online Coop, LAN Coop, SharedSplit Screen, Steam Achievements, VR Supported, Steam Workshop, InApp Purchases, Partial Controller Support, Steam Cloud, Remote Play Together",0.0,59.99,59.99,50.0,0.0,1.0,False,5.0,11.0,18199.0,No reviews,10.0,Enter the new era of Formula 1 in EA SPORTS F1 22 the official videogame of the 2022 FIA Formula One World Championship.
37,1987080.0,Inside the Backrooms,2022-06-20,MrFatcat,"MrFatcat, Dropsiick","Singleplayer, Multiplayer, Coop, Online Coop, Steam Achievements, Tracked Controller Support, VR Supported",0.0,6.99,6.99,20.0,0.0,0.0,False,2.0,6.0,26995.0,No reviews,16.0,"Inside the Backrooms is a horror multiplayer game mixed with different mechanics that will make you spend an intense night with friends. Explore, think, interact, but be careful, it is rumored that there are several entities wishing to find you..."
38,1012790.0,Into the Radius VR,2020-07-20,CM Games,CM Games,"Singleplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards",0.0,29.99,29.99,10.0,0.0,1.0,False,1.0,9.0,6769.0,"At its core, Into the Radius is an immersive and ambitious survival shooter on the fringe of humanity that pushes you to your limits.bra hrefhttps:steamcommunity.comlinkfilterurlhttps:uploadvr.comintotheradiusreview targetblank rel noopener  UploadVRabrbrthe kind of experience that can be had in this game is one in a million.bra hrefhttps:steamcommunity.comlinkfilterurlhttps:gamingtrend.comfeaturereviewsanyoneaskforstalkervrintotheradiusvrreview targetblank rel noopener  Gaming Trendabrbrthe games complex, physicsbased gameplay and realistic gunhandling are big attractions.bra hrefhttps:steamcommunity.comlinkfilterurlhttps:www.roadtovr.comintotheradiusquest2releasetrailer targetblank rel noopener  Road to VRabr",8.0,"Into the Radius is a singleplayer survival shooter in VR. Explore the Pechorsk zone filled with surreal landscapes and dangerous anomalies. Defend yourself with realistic firearms, recover strange artifacts, scavenge for loot, and uncover the mysteries of this unforgiving dystopian environment."
39,380600.0,Fishing Planet,2017-08-28,Fishing Planet LLC,Fishing Planet LLC,"Singleplayer, Multiplayer, MMO, PvP, Online PvP, Coop, Online Coop, Full controller support, VR Supported, Remote Play on TV",0.0,0.0,0.0,17.0,0.0,54.0,True,1.0,13.0,489.0,No reviews,28.0,Fishing Planet is a freetoplay and highly realistic firstperson online multiplayer fishing simulator. Developed by avid fishing enthusiasts to bring you the full thrill of actual angling on your PC.
40,690790.0,DiRT Rally 2.0,2019-02-25,Codemasters,"Codemasters, Electronic Arts","Singleplayer, Multiplayer, PvP, Online PvP, Steam Achievements, Full controller support, VR Supported, Steam Cloud, Valve AntiCheat enabled",0.0,19.99,19.99,71.0,0.0,44.0,False,3.0,8.0,24873.0,"Dirt Rally 2.0 feels great, looks good, and sounds fabulous.br8.510  a hrefhttps:uk.ign.comarticles20190220dirtrally20review targetblank rel  IGNabrbrSimply the best rally sim around, building on its predecessors already fine foundationsbr87  a hrefhttps:www.pcgamer.comukdirtrally20review targetblank rel  PC GamerabrbrThe original Dirt Rally made a convincing claim at being the best offroad sim to date. I think its sequel can lay claim to being one of the best driving experiences available right nowbrEssential  a hrefhttps:steamcommunity.comlinkfilterurlhttps:www.eurogamer.netarticles20190221dirtrally20reviewamarkedimprovementonamodernclassic targetblank rel noopener  Eurogamerabr",31.0,"DiRT Rally 2.0 dares you to carve your way through a selection of iconic rally locations from across the globe, in the most powerful offroad vehicles ever made, knowing that the smallest mistake could end your stage."
41,24010.0,Train Simulator Classic,2022-04-21,Dovetail Games,Dovetail Games  Trains,"Singleplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, InApp Purchases, Steam Cloud, Steam Leaderboards",0.0,24.99,24.99,1374.0,0.0,702.0,False,1.0,8.0,16686.0,No reviews,9.0,"Welcome to the ultimate railway hobby Master complex operations on the DB BR 411 ICE T, BR Class 390 Pendolino, Union Pacific AC4400CW, and more as you explore authentic routes. Whatever you love about trains, Train Simulator Classic lets you take your hobby to the next level."
42,307960.0,IL2 Sturmovik: Battle of Stalingrad,2014-10-22,1C Game Studios,1777 Limited,"Singleplayer, Multiplayer, PvP, Online PvP, Coop, Online Coop, VR Supported, Steam Trading Cards, Partial Controller Support, Includes level editor",0.0,49.99,49.99,0.0,0.0,36.0,False,3.0,7.0,6432.0,"While IL2 Sturmovik: Battle of Stalingrad is still approachable to folks who have yet to unbox their first flightstick, it should have plenty to offer for veterans of air combatbra hrefhttp:www.ign.comarticles20140725youallbehuntedlikeadogfightinil2sturmovikbattleofstalingrad targetblank rel  IGNabrbrOne things for sure, any aircraft that does find its way into this sim is going to be rivetperfect visually and bally persuasive in the flight modelling departmentbra hrefhttp:www.pcgamer.compreviewsil2sturmovikbattleofstalingradfirstlook targetblank rel  PCGamerabrbrAlthough IL2 Sturmovik: Battle of Stalingrad is simple enough to play, it also features a lot of depth and technical detail. This is much more a deep simulation than the freetoplay flight games that are very popular right nowbra hrefhttps:steamcommunity.comlinkfilterurlhttp:www.polygon.com2014845957607a91yearoldheroofstalingradlendsahelpinghandtoaflightsim targetblank rel noopener  Polygonabr",39.0,IL2 Sturmovik: Battle of Stalingrad is the continuation of the legendary IL2 Sturmovik series that has set the standard for PC combat flight games for more than ten years. This new entry into the series will offer virtual pilots an even more accurate simulation of the most famous air battles.
43,341800.0,Keep Talking and Nobody Explodes,2015-10-08,Steel Crate Games,Steel Crate Games,"Multiplayer, Coop, SharedSplit Screen Coop, SharedSplit Screen, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, VR Support, Steam Workshop, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together",0.0,14.99,14.99,10.0,0.0,1.0,False,1.0,26.0,10034.0,"Verdict: Buy, buy, buy. A musthave video game.bra hrefhttps:steamcommunity.comlinkfilterurlhttp:arstechnica.comgaming201510keeptalkingandnobodyexplodesreviewtheexactoppositeofabomb targetblank rel noopener  Ars Technicaabrbr...youll have a lot of close calls as youre sweating bullets down to sometimes literally the last second.br910  a hrefhttps:www.destructoid.comreviewkeeptalkingandnobodyexplodes356637.phtml targetblank rel  DestructoidabrbrI loved playing Keep Talking. I think its the most fun Ive had in a cooperative game in a long time. Id recommend it to everyone. I wish I was playing it right now.bra hrefhttp:www.rockpapershotgun.com20151029keeptalkingandnobodyexplodesreview targetblank rel  Rock Paper Shotgunabr",13.0,"Find yourself trapped alone in a room with a ticking time bomb. Your friends have the manual to defuse it, but they cant see the bomb, so youre going to have to talk it out  fast"
45,823500.0,BONEWORKS,2019-12-10,Stress Level Zero,Stress Level Zero,"Singleplayer, Steam Achievements, Tracked Controller Support, VR Only",0.0,29.99,29.99,16.0,0.0,1.0,False,4.0,1.0,31365.0,No reviews,11.0,"BONEWORKS is an Experimental Physics VR Adventure. Use found physics weapons, tools, and objects to fight across dangerous playscapes and mysterious architecture."
